R,seed,HR_noFE_mean,HR_noFE_lo,HR_noFE_hi,HR_FE_mean,HR_FE_lo,HR_FE_hi,frac_noFE_significant,frac_FE_p_above_005
20,42,0.9846,0.9242,1.0313,0.9657,0.9316,0.9846,0.3,0.7
